"Date (US)","Time Offset","Distance in Miles","Distance in Meters","Lap","Latitude","Longitude","Elevation in Meters","Elevation in Feet","Heart Rate","Cadence","Speed (mps)","Speed (mph)","Temperature (C)","Temperature (F)","Torque","Power","Estimated Power","Calories","Kilojoules","Steps","Stance Time","Leg Spring Stiffness","Stress","VO2 Max","Form Power","Vertical Oscillation"
"03/03/2026 19:25:52","0","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","96.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:53","1","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","95.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:54","1","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","93.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:55","2","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","93.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:56","3","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","94.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:57","4","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","95.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:58","5","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","97.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:25:59","6","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","97.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:00","7","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","96.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:01","8","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","97.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:02","9","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","98.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:03","10","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","98.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:03","11","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:04","11","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","96.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"03/03/2026 19:26:05","13","0.00000","0.00000","1","0.00000","0.00000","0.00000","0.00000","95.0000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
