time,seconds_elapsed,z,y,x
1772458504921701000,0.442701171875,8.686163902282715,2.1140801906585693,3.6104562282562256
1772458504931196700,0.45219677734375,8.688557624816895,2.1499931812286377,3.5960910320281982
1772458504943822800,0.46482275390625,8.789113998413086,2.0829553604125977,3.5242648124694824
1772458504951893200,0.472893310546875,8.841787338256836,2.1499931812286377,3.5697548389434814
1772458504961942000,0.48294189453125,8.856152534484863,2.255337953567505,3.6583402156829834
1772458504971917600,0.49291748046875,8.884882926940918,2.2457611560821533,3.550601005554199
1772458504981957600,0.50295751953125,8.89685344696045,2.1356279850006104,3.6511576175689697
1772458504991939000,0.51293896484375,8.916007041931152,2.1116859912872314,3.622427225112915
1772458505001988900,0.52298876953125,8.89445972442627,2.075772762298584,3.5625722408294678
1772458505011953400,0.532953369140625,8.810662269592285,2.118868589401245,3.576937437057495
1772458505021980000,0.54297998046875,8.899248123168945,2.1092917919158936,3.581725835800171
1772458505031972400,0.552972412109375,8.901641845703125,2.032677173614502,3.6152446269989014
1772458505042332200,0.563332275390625,8.901641845703125,2.188300371170044,3.6296098232269287
1772458505051995100,0.5729951171875,8.834604263305664,2.1284453868865967,3.627215623855591
1772458505062019300,0.583019287109375,8.777143478393555,2.1499931812286377,3.5865142345428467
1772458505072002800,0.5930029296875,8.746018409729004,2.0877439975738525,3.60566782951355
1772458505082654500,0.603654541015625,8.822632789611816,2.0470423698425293,3.60566782951355
1772458505092011300,0.61301123046875,8.832210540771484,2.0590133666992188,3.6176388263702393
1772458505104518100,0.62551806640625,8.83699893951416,2.140416383743286,3.6080620288848877
1772458505112062200,0.633062255859375,8.798690795898438,2.252943754196167,3.7038300037384033
1772458505122119400,0.643119384765625,8.791508674621582,2.2170307636260986,3.758896589279175
1772458505132107800,0.653107666015625,8.789113998413086,2.1811177730560303,3.5889084339141846
1772458505142441200,0.663441162109375,8.760383605957031,2.207453966140747,3.667917013168335
1772458505152127000,0.673126953125,8.7484130859375,2.188300371170044,3.6080620288848877
1772458505162172700,0.683172607421875,8.712499618530273,2.1954829692840576,3.624821424484253
1772458505172157400,0.693157470703125,8.69334602355957,2.1978771686553955,3.5960910320281982
1772458505182173200,0.703173095703125,8.635885238647461,2.2457611560821533,3.5697548389434814
1772458505192152800,0.71315283203125,8.734047889709473,2.2002713680267334,3.5649664402008057
1772458505202185200,0.723185302734375,8.638279914855957,2.2242133617401123,3.648763418197632
1772458505212153900,0.73315380859375,8.645462036132812,2.140416383743286,3.60566782951355
1772458505222178600,0.743178466796875,8.635885238647461,2.1475989818573,3.663128614425659
1772458505232156700,0.75315673828125,8.712499618530273,2.1045033931732178,3.6990416049957275
1772458505243111000,0.76411083984375,8.695740699768066,2.049436569213867,3.6367924213409424
1772458505252161300,0.773161376953125,8.621520042419434,2.0901381969451904,3.641580820083618
1772458505263772700,0.784772705078125,8.544905662536621,2.161964178085327,3.5936968326568604
1772458505272190700,0.793190673828125,8.53532886505127,2.2433669567108154,3.6511576175689697
1772458505282225000,0.803224853515625,8.611943244934082,2.140416383743286,3.663128614425659
1772458505292204000,0.8132041015625,8.609549522399902,2.1499931812286377,3.641580820083618
1772458505302215400,0.82321533203125,8.56884765625,2.188300371170044,3.6152446269989014
1772458505312198000,0.833197998046875,8.542511940002441,2.10210919380188,3.689464807510376
1772458505322230500,0.84323046875,8.53293514251709,2.075772762298584,3.7181951999664307
1772458505332223700,0.8532236328125,8.427590370178223,2.006340980529785,3.6391866207122803
1772458505342542800,0.86354296875,8.44195556640625,2.0470423698425293,3.732560396194458
1772458505352203800,0.873203857421875,8.463502883911133,1.9967641830444336,3.708618402481079
1772458505372226600,0.8932265625,8.604761123657227,2.075772762298584,3.7660791873931885
1772458505382248400,0.90324853515625,8.614337921142578,2.0805611610412598,3.751713991165161
1772458505392232400,0.913232421875,8.556877136230469,2.030282974243164,3.73016619682312
1772458505402872300,0.923872314453125,8.583212852478027,2.0015525817871094,3.7660791873931885
1772458505412247000,0.9332470703125,8.564059257507324,2.0853497982025146,3.7612907886505127
1772458505424740900,0.945740966796875,8.671798706054688,2.0901381969451904,3.758896589279175
1772458505432298200,0.95329833984375,8.576030731201172,2.1092917919158936,3.9911341667175293
1772458505442644000,0.96364404296875,8.757989883422852,2.008735179901123,3.7660791873931885
1772458505452302300,0.97330224609375,8.547300338745117,2.1978771686553955,3.8379054069519043
1772458505462325800,0.98332568359375,8.62391471862793,2.0853497982025146,3.993528366088867
