time,seconds_elapsed,z,y,x
1772455995963500800,2.160500732421875,-0.29077184200286865,-0.1062905490398407,0.3591887652873993
1772455995973435000,2.170434814453125,-0.11850785464048386,-0.42638394236564636,0.09896016865968704
1772455995984097500,2.18109765625,0.04642575979232788,-1.1410962343215942,-0.656069278717041
1772455995994083600,2.19108349609375,-0.1160643994808197,0.31520646810531616,0.45692721009254456
1772455996004130600,2.201130615234375,-0.06841690838336945,0.3286454975605011,0.37751471996307373
1772455996014141400,2.211141357421875,0.01466076634824276,0.02076941914856434,-0.042760565876960754
1772455996024489700,2.22148974609375,0.00855211354792118,0.010995574295520782,-0.03298672288656235
1772455996034151200,2.231151123046875,0.00733038317412138,0.00733038317412138,-0.00366519158706069
1772455996044200700,2.24120068359375,0,0.0024434609804302454,0.025656340643763542
1772455996054161400,2.251161376953125,-0.00366519158706069,0,0.04642575979232788
1772455996064199400,2.261199462890625,-0.00366519158706069,-0.0024434609804302454,0.039095375686883926
1772455996074184000,2.271183837890625,0,0,0.013439035043120384
1772455996105817600,2.302817626953125,0.00855211354792118,0.006108652334660292,-0.021991148591041565
1772455996114231000,2.31123095703125,0.006108652334660292,0.00366519158706069,-0.01710422709584236
1772455996124584200,2.321584228515625,0.004886921960860491,0.00366519158706069,-0.012217304669320583
1772455996134247000,2.331246826171875,-0.0024434609804302454,0.0024434609804302454,-0.009773843921720982
1772455996144284200,2.3412841796875,-0.006108652334660292,-0.0012217304902151227,-0.00366519158706069
1772455996154289400,2.351289306640625,-0.00855211354792118,-0.0012217304902151227,0.010995574295520782
1772455996164342300,2.36134228515625,-0.00855211354792118,-0.0024434609804302454,0.015882495790719986
1772455996174321400,2.3713212890625,-0.00733038317412138,-0.00366519158706069,0.012217304669320583
1772455996184343600,2.381343505859375,-0.00366519158706069,-0.004886921960860491,0.00366519158706069
1772455996194333400,2.39133349609375,0,-0.00366519158706069,-0.00855211354792118
1772455996204376600,2.40137646484375,-0.0012217304902151227,-0.00366519158706069,-0.02076941914856434
1772455996214351600,2.4113515625,-0.0024434609804302454,-0.006108652334660292,-0.030543262138962746
1772455996224683800,2.421683837890625,-0.00366519158706069,-0.00733038317412138,-0.00733038317412138
1772455996234358000,2.43135791015625,-0.00366519158706069,-0.006108652334660292,0.01710422709584236
1772455996245003000,2.4420029296875,-0.004886921960860491,-0.006108652334660292,0.02932153269648552
1772455996254381000,2.451381103515625,-0.00733038317412138,-0.00366519158706069,0.019547687843441963
1772455996266882600,2.463882568359375,-0.00733038317412138,0.0012217304902151227,0.006108652334660292
1772455996274410800,2.47141064453125,-0.006108652334660292,0,-0.00855211354792118
1772455996284450000,2.481449951171875,-0.00366519158706069,0.0024434609804302454,-0.01466076634824276
1772455996304469800,2.5014697265625,0.0012217304902151227,0.00733038317412138,-0.00733038317412138
